,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
285,6060 Gilly,House,70000,2.0,,,,,,,1.0,131.0,,,2.0, To be done up,
286,4020 LIEGE,House,70000,2.0,,,,,,,,,,,, To renovate,
287,7340 WASMES,House,70000,2.0,,Not installed,0.0,,,,,,,226.0,,,
288,7012 Jemappes,House,70000,2.0,,,,,,,,,,100.0,,,
289,7370 Dour,House,70000,2.0,70.0,,0.0,,,,1.0,75.0,70.0,250.0,2.0, To renovate,
290,7700 Mouscron,House,70000,3.0,,,0.0,,,,,,,153.0,,,
291,7080 Frameries,House,70000,2.0,,,,,,,,,,,2.0,,
292,6000 Charleroi,House,70000,3.0,,,,,,,,,,190.0,3.0, To renovate,
293,7041 Quevy,House,70000,2.0,,,,,,,,,,,2.0, To be done up,
294,6060 Gilly,House,70000,2.0,100.0,,0.0,,,,,,100.0,,,,
295,7080 La Bouverie,House,70000,2.0,,,,,,,,,,155.0,,,
296,7340 WASMES,House,70000,3.0,,Not installed,0.0,,,,,,,,,,
297,7370 Dour,House,70000,3.0,,,,,,,,,,560.0,,,
298,7390 Quaregnon,House,70000,1.0,,,,,,,,,,,,,
299,6031 Monceau-sur-Sambre,House,70000,1.0,,,,,,,,,,,,,
300,6040 Jumet,House,70000,1.0,,,,,,,,,,,,,
301,7080 Frameries,House,70000,2.0,,,,,,,,,,,,,
302,7340 Colfontaine,House,70000,2.0,,,0.0,,,,,,,,2.0, To renovate,
303,6200 Chtelineau,House,70000,2.0,,,,,,,,,,,,,
304,6464 Chimay,House,70000,4.0,,,0.0,,,,,,,600.0,4.0,,
305,2275 Wechelderzande,House,71500,1.0,40.0,,,,,,,,40.0,1762.0,4.0, To be done up,
306,3300 Tienen,House,72000,2.0,70.0,Not installed,0.0,,1.0,5.0,,,70.0,60.0,2.0, To renovate,
307,6700 Arlon,House,72000,3.0,165.0,,0.0,,,,1.0,1.0,165.0,230.0,2.0, To restore,
308,7340 WASMES,House,72000,2.0,,Not installed,0.0,,,,,,,90.0,,,
309,8620 Nieuwpoort,House,72200,2.0,41.0,Installed,0.0,,,,,,41.0,120.0,4.0, As new,
310,5660 Frasnes Nam,House,72500,3.0,,,0.0,,,,,,,1245.0,4.0,,
311,6182 Souvret,House,73000,2.0,110.0,Not installed,0.0,,,,,,110.0,,3.0,,
312,7100 SAINT-VAAST,House,74000,3.0,177.0,Not installed,0.0,,,,1.0,500.0,177.0,700.0,3.0, Good,
313,3920 Lommel,House,74000,4.0,,,,,,,,,,,,,
314,6536 Thuin Donstiennes,House,74900,3.0,133.0,,0.0,,,,1.0,200.0,133.0,270.0,2.0, To renovate,
315,6030 Marchienne-au-Pont,House,74999,2.0,80.0,Semi equipped,0.0,,1.0,10.0,1.0,225.0,80.0,300.0,3.0, To renovate,
316,6769 Meix-devant-Virton,House,75000,2.0,65.0,Semi equipped,0.0,,,,,,65.0,,2.0, To be done up,
317,4020 Liege,House,75000,3.0,,Not installed,0.0,,,,,,,43.0,3.0, To renovate,
318,6040 Jumet,House,75000,1.0,70.0,Semi equipped,,,,,1.0,97.0,70.0,170.0,3.0, To renovate,
319,7130 Binche,House,75000,2.0,123.0,Semi equipped,0.0,,,,,,123.0,60.0,2.0, To renovate,
320,7134 PRONNES-LEZ-BINCHE,House,75000,1.0,61.0,Semi equipped,0.0,,,,,,61.0,112.0,3.0, Good,
321,4100 Seraing,House,75000,2.0,100.0,Installed,0.0,,,,,,100.0,42.0,2.0, To be done up,
322,7134 RESSAIX,House,75000,3.0,115.0,Not installed,0.0,,,,,,115.0,156.0,2.0, To restore,
323,7300 BOUSSU-BOIS,House,75000,3.0,140.0,Semi equipped,0.0,,,,,,140.0,352.0,3.0, To renovate,
324,8370 Blankenberge,House,75000,2.0,103.0,,,,,,1.0,150.0,103.0,210.0,, To renovate,
325,6660 Houffalize,House,75000,2.0,120.0,Not installed,0.0,,,,,,120.0,170.0,, To renovate,
326,7390 Quaregnon,House,75000,2.0,135.0,Semi equipped,0.0,,,,1.0,421.0,135.0,421.0,2.0, Good,
327,3700 Vreren,House,75000,5.0,,Installed,,,,,1.0,339.0,,499.0,3.0, To renovate,
328,7300 Boussu,House,75000,3.0,91.0,,0.0,,,,,,91.0,180.0,2.0, To renovate,
329,6180 Courcelles,House,75000,3.0,131.0,Not installed,,,,,,,131.0,590.0,3.0, To renovate,
330,7387 Angre,House,75000,3.0,,,0.0,,,,1.0,1.0,,429.0,2.0, To renovate,
331,8000 Brugge,House,75000,2.0,85.0,,,,,,,,85.0,32.0,2.0, To be done up,
332,7500 Tournai,House,75000,2.0,,,,,,,,,,,2.0,,
333,6061 Montignies-sur-Sambre,House,75000,1.0,,,,,,,,,,150.0,,,
334,7390 Quaregnon,House,75000,2.0,75.0,,,,,,1.0,50.0,75.0,130.0,3.0, To renovate,
335,9160 Lokeren,House,75000,2.0,89.0,,,,,,,,89.0,160.0,2.0, To renovate,
336,9000 Gent,House,75000,1.0,,,,,,,,,,42.0,,,
337,6020 Dampremy,House,75000,2.0,,,,,,,,,,,2.0, Good,
338,4920 Aywaille,House,75000,1.0,63.0,Not installed,,,,,,,63.0,25.0,2.0, To renovate,
339,5060 Arsimont,House,75000,2.0,133.0,,0.0,,1.0,16.0,1.0,290.0,133.0,520.0,3.0, To renovate,
340,4031 Lige,House,75000,2.0,87.0,,0.0,,,,,,87.0,21.0,2.0, To restore,
341,6140 Fontaine lEvque,House,75000,3.0,100.0,,0.0,,1.0,5.0,,,100.0,70.0,,,
342,4000 Lige,House,75000,3.0,,,,,,,,,,43.0,2.0,,
343,8930 Menen,House,75000,2.0,82.0,Semi equipped,0.0,,,,,,82.0,83.0,2.0, To renovate,
344,6850 Paliseul,House,75000,3.0,95.0,Not installed,0.0,,,,,,95.0,91.0,2.0, To renovate,
345,6830 Bouillon,House,75000,2.0,80.0,Not installed,0.0,,1.0,16.0,,,80.0,100.0,3.0,,
346,7520 Templeuve,House,75000,2.0,84.0,,,,,,,,84.0,291.0,2.0, To renovate,
347,5190 Jemeppe-sur-Sambre,House,75000,3.0,140.0,,0.0,,,,,,140.0,165.0,3.0, To renovate,
348,5190 Jemeppe-sur-Sambre,House,75000,3.0,95.0,,0.0,,,,,,95.0,80.0,2.0, To renovate,
349,6032 Mont-sur-Marchienne,House,75000,2.0,,Semi equipped,,,,,1.0,290.0,,370.0,2.0, To renovate,
350,4830 Limbourg,House,75000,5.0,156.0,,0.0,,1.0,70.0,,,156.0,153.0,3.0, To renovate,
351,5300 Andenne,House,75000,2.0,86.0,,0.0,,,,,,86.0,200.0,2.0, To renovate,
352,7000 Mons,House,75000,2.0,84.0,,,,,,,,84.0,140.0,2.0, To renovate,
353,6987 WARISY,House,75000,1.0,261.0,,0.0,,,,,,261.0,170.0,2.0, To restore,
354,7350 Hensies Thulin,House,75000,2.0,110.0,Not installed,0.0,,,,,,110.0,60.0,2.0, To renovate,
355,7012 Jemappes,House,75000,2.0,,,0.0,,1.0,10.0,,,,80.0,2.0, To renovate,
356,7012 Mons Flnu,House,75000,2.0,,Not installed,0.0,,,,1.0,170.0,,351.0,2.0, To renovate,
357,7134 Leval-Trahegnies,House,75000,2.0,,,,,,,,,,110.0,2.0, To be done up,
358,7380 Quivrain,House,75000,2.0,90.0,,,,,,,,90.0,,2.0, Good,
359,5575 Willerzie,House,75000,5.0,,,,,,,,,,550.0,2.0, To renovate,
360,6032 Mont-sur-Marchienne,House,75000,3.0,,,,,,,,,,254.0,3.0, To renovate,
361,7110 Houdeng-Goegnies,House,75000,2.0,,Not installed,1.0,,,,,,,120.0,2.0,,
362,4100 Seraing,House,75000,1.0,,,0.0,,,,,,,,2.0, To renovate,
363,7100 Haine-Saint-Paul,House,75000,3.0,,Installed,,,,,,,,340.0,,,
364,7640 Antoing,House,75000,2.0,,,,,,,,,,180.0,2.0, To renovate,
365,5651 Thy-Le-Chteau,House,75000,3.0,210.0,,,,,,1.0,350.0,210.0,,2.0, To renovate,
366,7331 Saint-Ghislain,House,75000,2.0,65.0,,0.0,,,,,,65.0,,2.0, Good,
367,7850 Enghien,House,75000,2.0,,,,,,,,,,,,,
368,6460 Chimay,House,75000,2.0,,,,,,,,,,,2.0,,
369,7060 Soignies,House,75000,1.0,,,,,,,,,,32.0,2.0,,
370,6060 Gilly,House,75000,1.0,,,,,,,,,,,3.0,,
371,6440 Froidchapelle,House,75000,,,Not installed,0.0,,,,,,,488.0,4.0,,
372,6040 Jumet,House,75000,3.0,,,,,,,,,,249.0,2.0,,
373,6061 Montignies-sur-Sambre,House,75000,3.0,68.0,Installed,,,,,,,68.0,,2.0, To be done up,
374,7603 Bon-Secours,House,75000,2.0,120.0,Installed,0.0,,,,,,120.0,390.0,2.0,,
375,6211 Les Bons Villers Mellet,House,75000,3.0,115.0,,,,,,,,115.0,210.0,3.0, To renovate,
376,9600 Ronse,House,75000,3.0,,,,,,,,,,,2.0, To renovate,
377,6000 Charleroi,House,75000,1.0,,,0.0,,,,,,,,3.0,,
378,6001 Charleroi,House,75000,2.0,,,0.0,,,,1.0,40.0,,120.0,2.0, To renovate,
379,7520 Templeuve,House,75000,2.0,,,0.0,,,,,,,,4.0, To renovate,
380,7340 WASMES,House,76000,3.0,140.0,Not installed,0.0,,,,,,140.0,380.0,,,
381,6031 Monceau-sur-Sambre,House,76000,2.0,90.0,Not installed,0.0,,1.0,10.0,1.0,196.0,90.0,216.0,,,
382,7130 Binche,House,76000,1.0,,Installed,0.0,,,,,,,40.0,4.0,,
383,3630 Maasmechelen,House,76500,3.0,115.0,,,,,,,,115.0,350.0,3.0,,
384,6040 Charleroi Jumet,House,77000,2.0,,,0.0,,,,,,,,3.0, To renovate,
385,7340 WASMES,House,77000,2.0,,Not installed,0.0,,,,,,,260.0,,,
386,7012 Flnu,House,77000,3.0,,,,,,,,,,,,,
387,6200 Chtelet Chtelineau,House,77500,3.0,,,0.0,,,,,,,,2.0, To renovate,
388,7100 La Louvire,House,77500,2.0,,,,,,,,,,150.0,2.0, To renovate,
389,7110 Houdeng-Goegnies,House,77500,2.0,106.0,Installed,0.0,,,,,,106.0,,,,
390,7340 Colfontaine Pturages,House,78000,3.0,125.0,,,,1.0,15.0,,,125.0,142.0,2.0,,
391,4020 Liege,House,78000,1.0,,Not installed,0.0,,,,,,,,2.0, To renovate,
392,6060 Gilly,House,78000,1.0,134.0,,0.0,,,,,,134.0,,,,
393,6560 Bersillies-lAbbaye,House,78500,2.0,90.0,Installed,0.0,,,,,,90.0,1564.0,2.0, Good,
394,6220 Fleurus,House,79000,2.0,130.0,Semi equipped,0.0,,,,,,130.0,,, To renovate,
395,6200 CHATELET,House,79000,2.0,118.0,Semi equipped,0.0,,,,1.0,135.0,118.0,2.0,2.0, To renovate,
396,6200 Chtelet Chtelineau,House,79000,4.0,135.0,Installed,0.0,,1.0,35.0,,,135.0,175.0,3.0, To renovate,
397,6042 Charleroi Lodelinsart,House,79000,2.0,80.0,Semi equipped,0.0,,,,,,80.0,129.0,3.0, To renovate,
398,6240 PIRONCHAMPS,House,79000,2.0,70.0,,,,,,,,70.0,180.0,2.0, To renovate,
399,6020 Dampremy,House,79000,3.0,101.0,Installed,0.0,,,,1.0,345.0,101.0,417.0,3.0, Good,
400,8800 Roeselare,House,79000,2.0,,,0.0,,,,,,,248.0,3.0, To be done up,
401,7100 HAINE-SAINT-PIERRE,House,79000,2.0,105.0,Semi equipped,0.0,,,,,,105.0,73.0,2.0, To be done up,
402,4020 BRESSOUX,House,79000,2.0,72.0,Not installed,0.0,,,,,,72.0,,3.0, To renovate,
403,6030 Marchienne-au-Pont,House,79000,4.0,145.0,Not installed,0.0,,1.0,22.0,,,145.0,130.0,2.0, To renovate,
404,7140 Morlanwelz,House,79000,2.0,80.0,Not installed,0.0,,,,1.0,37.0,80.0,69.0,2.0, To renovate,
405,7340 Colfontaine Wasmes,House,79000,3.0,118.0,Not installed,,,1.0,23.0,,,118.0,260.0,2.0, To renovate,
406,6061 Charleroi Montignies-sur-Sambre,House,79000,2.0,80.0,,,,,,,,80.0,140.0,2.0, To renovate,
407,7100 SAINT-VAAST,House,79000,3.0,190.0,Not installed,0.0,,,,,,190.0,530.0,3.0, Good,
408,7520 Templeuve,House,79000,2.0,120.0,Not installed,0.0,,,,1.0,300.0,120.0,415.0,2.0, To renovate,
409,4830 Limbourg,House,79000,2.0,132.0,Not installed,0.0,,,,,,132.0,200.0,3.0, To restore,
410,6000 Charleroi,House,79000,3.0,,,,,,,,,,,2.0, To renovate,
411,6030 Marchienne au Pont,House,79000,2.0,98.0,,0.0,,1.0,5.0,,,98.0,163.0,,,
412,7700 Mouscron,House,79000,2.0,90.0,,0.0,,,,,,90.0,68.0,2.0, To renovate,
413,7500 ERE,House,79000,1.0,,Not installed,0.0,,,,,,,,2.0, To renovate,
414,6200 CHTELINEAU,House,79000,2.0,60.0,Semi equipped,0.0,,,,,,60.0,,3.0, To renovate,
415,6690 Vielsalm,House,79000,2.0,186.0,Not installed,0.0,,,,,,186.0,660.0,3.0, To renovate,
416,6010 Couillet,House,79000,2.0,137.0,Semi equipped,0.0,,,,,,137.0,90.0,, Good,
417,4031 Angleur,House,79000,3.0,100.0,Not installed,0.0,,,,,,100.0,122.0,3.0, To renovate,
418,6010 Couillet,House,79000,1.0,,Installed,,,,,,,,290.0,3.0, To renovate,
419,6200 Bouffioulx,House,79000,5.0,200.0,Semi equipped,,,,,,,200.0,100.0,2.0,,
420,7012 Jemappes,House,79000,4.0,,,,,,,,,,150.0,2.0, To renovate,
421,7301 Hornu,House,79000,2.0,,Not installed,0.0,,,,,,,140.0,,,
422,5060 Tamines,House,79000,5.0,150.0,,0.0,,,,,,150.0,,3.0, To be done up,
423,4630 Soumagne,House,79000,,,,,,,,,,,,, To renovate,
424,7610 Rumes,House,79000,2.0,96.0,Not installed,0.0,,,,,,96.0,90.0,2.0, To renovate,
425,7340 PATURAGES,House,79000,2.0,,Not installed,0.0,,,,,,,,,,
426,4101 Seraing Jemeppesur-Meuse,House,79500,3.0,120.0,Not installed,0.0,,1.0,15.0,1.0,148.0,120.0,230.0,2.0, Good,
427,6060 Gilly,House,79500,2.0,93.0,Semi equipped,,,,,,,93.0,,3.0,,
428,7012 Jemappes,House,79800,2.0,,,,,,,,,,,3.0, To renovate,
429,6030 Charleroi-Marchienne-au-Pont,House,79900,3.0,,,0.0,,,,,,,,2.0, To renovate,
430,4430 Ans,House,79900,2.0,70.0,Not installed,0.0,,,,,,70.0,39.0,3.0, To be done up,
431,6220 Fleurus,House,79900,2.0,150.0,,,,,,,,150.0,83.0,2.0, To renovate,
432,4100 Seraing,House,79990,2.0,37.0,,0.0,,1.0,32.0,,,37.0,69.0,2.0, To renovate,
433,4051 Chaudfontaine,House,79990,3.0,110.0,,,,,,,,110.0,38.0,2.0, To renovate,
434,6200 Chatelet,House,80000,3.0,130.0,Semi equipped,0.0,,,,,,130.0,50.0,2.0, To renovate,
435,7970 Beloeil,House,80000,2.0,120.0,Not installed,0.0,,,,,,120.0,150.0,2.0, To renovate,
436,6220 WANGENIES,House,80000,2.0,85.0,Not installed,0.0,,,,,,85.0,,3.0, To renovate,
437,7866 OLLIGNIES,House,80000,2.0,115.0,Not installed,0.0,,,,,,115.0,,4.0, To renovate,
438,7370 Dour,House,80000,2.0,147.0,Not installed,0.0,,1.0,5.0,1.0,250.0,147.0,250.0,2.0, To renovate,
439,7340 Warquignies,House,80000,1.0,109.0,,0.0,,,,,,109.0,290.0,3.0, To renovate,
440,4100 Seraing,House,80000,1.0,140.0,,,,,,,,140.0,86.0,3.0,,
441,4851 Gemmenich,House,80000,2.0,,Installed,,,,,,,,826.0,3.0, Good,
442,7340 Wasmes,House,80000,2.0,132.0,,0.0,,,,,,132.0,155.0,3.0,,
443,4000 Liege,House,80000,4.0,125.0,,0.0,,1.0,30.0,1.0,170.0,125.0,281.0,2.0, To be done up,
444,4020 Liege,House,80000,1.0,103.0,Not installed,0.0,,1.0,24.0,,,103.0,,2.0, Good,
445,7370 Wihries,House,80000,4.0,175.0,,0.0,,,,,,175.0,552.0,3.0, To renovate,
446,7700 Mouscron,House,80000,5.0,217.0,Installed,,,,,,,217.0,1020.0,2.0,,
447,7012 Jemappes,House,80000,2.0,104.0,,0.0,,,,,,104.0,200.0,2.0, To be done up,
448,7850 Enghien,House,80000,2.0,44.0,Semi equipped,0.0,,,,,,44.0,17.0,, To be done up,
449,7600 Peruwelz,House,80000,2.0,80.0,,0.0,,,,,,80.0,310.0,2.0, To renovate,
450,7340 PTURAGES,House,80000,3.0,153.0,,0.0,,,,,,153.0,4228.0,4.0, To restore,
451,6560 Erquelinnes,House,80000,2.0,118.0,,0.0,,,,,,118.0,260.0,2.0, To renovate,
452,7390 Quaregnon,House,80000,2.0,79.0,,,,1.0,20.0,,,79.0,111.0,2.0, To be done up,
453,6860 Witry,House,80000,4.0,179.0,,,,,,,,179.0,1073.0,4.0, To be done up,
454,7080 Frameries,House,80000,1.0,59.0,,0.0,,,,,,59.0,140.0,2.0,,
455,3770 Riemst,House,80000,5.0,,Installed,,,,,,,,555.0,,,
456,2140 Borgerhout,House,80000,4.0,,,,,,,,,,90.0,2.0, To renovate,
457,2500 Lier,House,80000,2.0,64.0,,,,,,,,64.0,42.0,, To renovate,
458,7390 Quaregnon,House,80000,3.0,190.0,Installed,,,,,,,190.0,159.0,2.0,,
459,2200 Herentals,House,80000,1.0,,Installed,,,,,,,,,2.0, To renovate,
460,9800 Deinze,House,80000,2.0,,,,,,,,,,90.0,2.0, To be done up,
461,4520 Wanze,House,80000,2.0,,,,,,,,,,486.0,3.0,,
462,6043 Ransart,House,80000,2.0,,,,,,,,,,,3.0, To be done up,
463,7080 Sars-la-Bruyre,House,80000,3.0,,,0.0,,,,,,,240.0,3.0, To renovate,
464,6181 Gouy-lez-Piton,House,80000,3.0,,,,,,,,,,195.0,3.0, Good,
465,4460 Grce-Hollogne,House,80000,2.0,,,,,,,,,,,,,
466,6060 Charleroi Gilly,House,80000,3.0,,,0.0,,,,,,,,2.0, To renovate,
467,8500 Kortrijk,House,80000,3.0,,,,,,,,,,103.0,, To be done up,
468,8530 Harelbeke,House,80000,3.0,,,,,,,,,,,,,
469,4870 Fraipont,House,80000,3.0,78.0,Not installed,0.0,,,,1.0,612.0,78.0,712.0,3.0, To renovate,
470,7536 Vaulx,House,80000,2.0,78.0,Semi equipped,0.0,,,,,,78.0,30.0,2.0, Good,
471,4800 Verviers,House,80000,4.0,,,0.0,,1.0,23.0,1.0,63.0,,148.0,2.0, To renovate,
472,7340 Colfontaine,House,80000,2.0,,,0.0,,1.0,50.0,1.0,150.0,,390.0,2.0, To renovate,
473,6020 Dampremy,House,80000,2.0,170.0,,0.0,,1.0,6.0,,,170.0,122.0,,,
474,6220 Fleurus,House,80000,2.0,,,,,,,,,,,,,
475,4830 Limbourg,House,80000,3.0,128.0,,0.0,,,,,,128.0,99.0,2.0, To be done up,
476,7170 Manage,House,80000,3.0,85.0,Semi equipped,0.0,,,,1.0,45.0,85.0,118.0,2.0, To be done up,
477,4280 POUCET,House,80000,4.0,140.0,,0.0,,,,,,140.0,1000.0,3.0, To be done up,
478,6030 Charleroi-Marchienne-au-Pont,House,80000,3.0,151.0,Semi equipped,0.0,,,,,,151.0,280.0,2.0, To be done up,
479,4800 Lambermont,House,80000,4.0,184.0,Semi equipped,0.0,,,,,,184.0,53.0,2.0, To restore,
480,6900 ON,House,80000,3.0,104.0,Not installed,0.0,,,,,,104.0,610.0,4.0, To renovate,
481,4031 Angleur,House,80000,2.0,,,,,1.0,23.0,,,,90.0,2.0, To renovate,
482,7080 Frameries,House,80000,2.0,80.0,Not installed,0.0,,,,1.0,440.0,80.0,440.0,2.0,,
483,7380 Quivrain,House,80000,2.0,107.0,Semi equipped,0.0,,,,,,107.0,50.0,2.0, Good,
484,7370 Dour,House,80000,2.0,125.0,Not installed,0.0,,1.0,20.0,,,125.0,90.0,3.0, To be done up,
485,7370 Wihries,House,80000,3.0,,,,,,,,,,410.0,2.0, To renovate,
486,6681 Ste Ode,House,80000,1.0,,,,,,,,,,522.0,,,
487,7390 Quaregnon,House,80000,2.0,123.0,Not installed,0.0,,,,,,123.0,290.0,3.0, To restore,
488,7321 Harchies,House,80000,2.0,,,,,,,,,,100.0,3.0, To renovate,
489,6032 Mont-sur-Marchienne,House,80000,2.0,,,,,,,,,,501.0,, To renovate,
490,7601 Roucourt,House,80000,2.0,,,,,,,,,,463.0,2.0, To renovate,
491,7300 Boussu,House,80000,3.0,,Installed,,,,,,,,688.0,3.0,,
492,7012 Mons Jemappes,House,80000,2.0,80.0,Semi equipped,0.0,,,,1.0,200.0,80.0,250.0,2.0, To renovate,
493,7340 WASMES,House,80000,2.0,,Not installed,0.0,,,,,,,300.0,,,
494,7301 Hornu,House,80000,2.0,,Installed,,,,,,,,,2.0, To renovate,
495,4032 Lige,House,80000,2.0,,,0.0,,,,,,,1.0,1.0,,
496,4100 Seraing,House,80000,3.0,,,,,,,,,,440.0,2.0, To renovate,
497,7390 Wasmuel,House,80000,2.0,,Installed,,,,,,,,,2.0,,
498,7300 Boussu,House,80000,2.0,150.0,,0.0,,1.0,10.0,1.0,10.0,150.0,120.0,2.0, Good,
499,5660 Couvin,House,80000,4.0,,,,,,,,,,100.0,,,
500,7300 Boussu,House,80000,2.0,,,,,,,,,,,,,
501,7623 Brunehaut Rongy,House,80000,3.0,167.0,,,,,,,,167.0,260.0,3.0, To renovate,
502,6250 Pont-de-Loup,House,80000,2.0,,,,,,,,,,,2.0, To renovate,
503,7620 Blharies,House,80000,2.0,,,,,,,,,,,,,
504,6560 Erquelinnes,House,80000,3.0,80.0,,0.0,,,,1.0,320.0,80.0,385.0,4.0,,
505,4041 MILMORT,House,82000,1.0,106.0,Not installed,0.0,,,,1.0,55.0,106.0,,2.0, To renovate,
506,9630 Munkzwalm,House,82000,2.0,,,,,,,,,,200.0,,,
507,7540 Kain,House,82000,2.0,60.0,Semi equipped,0.0,,,,,,60.0,50.0,2.0, Good,
508,7370 Dour,House,82500,2.0,107.0,Semi equipped,0.0,,,,,,107.0,165.0,2.0, To renovate,
509,7033 Cuesmes,House,82500,1.0,,,,,,,,,,,,,
510,1350 JAUCHE,House,83000,3.0,110.0,Installed,0.0,,1.0,15.0,,,110.0,1324.0,4.0, To be done up,
511,6200 Chtelet,House,83000,1.0,136.0,Semi equipped,0.0,,1.0,16.0,,,136.0,60.0,2.0, Good,
512,6200 Chtelet,House,83500,1.0,45.0,Semi equipped,0.0,,,,,,45.0,61.0,2.0, To restore,
513,4680 Oupeye,House,84000,1.0,89.0,Not installed,1.0,,,,1.0,125.0,89.0,167.0,2.0, To renovate,
514,6061 Charleroi Montignies-sur-Sambre,House,84000,2.0,,Installed,1.0,,,,,,,,2.0, Good,
515,4500 Huy,House,85000,3.0,110.0,Semi equipped,0.0,,,,,,110.0,127.0,2.0, To be done up,
516,7301 Hornu,House,85000,2.0,114.0,Semi equipped,0.0,,,,1.0,94.0,114.0,155.0,2.0, Good,
517,6990 Hotton,House,85000,1.0,89.0,Not installed,0.0,,,,,,89.0,90.0,3.0, Good,
518,7380 Quivrain,House,85000,3.0,120.0,,0.0,,,,,,120.0,198.0,2.0, To be done up,
519,6560 Erquelinnes,House,85000,2.0,118.0,Semi equipped,0.0,,,,,,118.0,160.0,2.0, To be done up,
520,7390 Quaregnon,House,85000,2.0,140.0,Semi equipped,0.0,,,,,,140.0,179.0,3.0, To restore,
521,6141 Forchies-la-Marche,House,85000,3.0,114.0,,,,,,,,114.0,615.0,3.0, To renovate,
522,4130 Tilff,House,85000,4.0,134.0,,,,,,1.0,112.0,134.0,180.0,2.0, To renovate,
523,7340 Paturages,House,85000,2.0,119.0,,0.0,,,,,,119.0,120.0,3.0, To be done up,
524,7390 Wasmuel,House,85000,3.0,166.0,,0.0,,,,,,166.0,302.0,3.0, To renovate,
525,5630 Cerfontaine,House,85000,2.0,128.0,Semi equipped,0.0,,1.0,15.0,1.0,100.0,128.0,295.0,2.0,,
526,3724 Vliermaal,House,85000,4.0,,,,,,,,,,705.0,3.0, To renovate,
527,4040 Herstal,House,85000,3.0,,,,,1.0,12.0,1.0,260.0,,326.0,3.0, To renovate,
528,7301 Hornu,House,85000,2.0,132.0,Not installed,0.0,,,,1.0,160.0,132.0,226.0,2.0, To renovate,
529,6000 Charleroi,House,85000,3.0,,,,,,,,,,,2.0, Good,
530,4480 Hermalle-sous-Huy,House,85000,2.0,,,,,,,,,,,4.0,,
531,2431 Veerle,House,85000,2.0,93.0,Installed,,,,,,,93.0,70.0,3.0,,
532,6180 Courcelles,House,85000,2.0,,Not installed,0.0,,,,,,,,2.0, To renovate,
533,6200 Chtelet,House,85000,2.0,,,0.0,,,,,,,,2.0, Good,
534,7301 Hornu,House,85000,1.0,,Semi equipped,,,,,,,,,2.0, Good,
535,6180 Courcelles,House,85000,3.0,,Installed,,,,,,,,,3.0,,
536,6061 Montignies-sur-Sambre,House,85000,3.0,,,,,,,,,,,,,
537,7134 Leval-trahegnies,House,85000,3.0,163.0,Semi equipped,0.0,,1.0,60.0,,,163.0,160.0,2.0, To renovate,
538,7180 Seneffe,House,85000,2.0,70.0,,,,,,,,70.0,240.0,2.0, To renovate,
539,7380 Quivrain,House,85000,,150.0,,0.0,,,,,,150.0,107.0,2.0, To renovate,
540,6181 Gouy lez-Piton,House,85000,3.0,,Not installed,0.0,,,,,,,,2.0, Good,
541,7333 Saint-Ghislain,House,85000,3.0,,,0.0,,1.0,1.0,1.0,1.0,,,3.0, To restore,
542,7063 Neufvilles,House,85000,2.0,81.0,Installed,0.0,,1.0,15.0,1.0,279.0,81.0,360.0,3.0,,
543,4460 Grce-Hollogne,House,85000,1.0,65.0,Not installed,,,,,,,65.0,26.0,2.0, Good,
544,4800 Verviers,House,85000,1.0,,Installed,1.0,,1.0,2.0,,,,,2.0,,
545,4032 Chne Lige,House,85000,2.0,82.0,Not installed,0.0,,1.0,22.0,,,82.0,,2.0,,
546,5651 Walcourt Thy-le-Chteau,House,85000,3.0,210.0,,0.0,,,,,,210.0,,2.0, To renovate,
547,5651 THY-LE-CHTEAU,House,85000,3.0,200.0,,0.0,,,,,,200.0,,,,
548,6040 Charleroi Jumet,House,85000,2.0,129.0,Semi equipped,0.0,,,,,,129.0,205.0,3.0,,
549,7061 Casteau,House,85000,3.0,,,,,,,,,,,,,
550,6020 Dampremy,House,85000,3.0,,,,,,,,,,,,,
551,6838 Corbion,House,85000,3.0,76.0,Not installed,0.0,,,,,,76.0,112.0,2.0, To renovate,
552,7800 Lanquesaint,House,85000,3.0,,Not installed,,,,,,,,212.0,3.0, To renovate,
553,4050 Chaudfontaine,House,85000,2.0,120.0,Not installed,,,1.0,5.0,,,120.0,40.0,2.0, To renovate,
554,5300 LANDENNE,House,85000,3.0,130.0,,0.0,,,,,,130.0,663.0,3.0, To renovate,
555,6224 Fleurus Wanferce-Baulet,House,85000,2.0,104.0,Not installed,0.0,,,,,,104.0,390.0,2.0, To renovate,
556,6032 Mont-sur-Marchienne,House,85000,3.0,90.0,,,,,,,,90.0,120.0,2.0, To renovate,
557,6220 Fleurus,House,85000,3.0,120.0,,0.0,,,,,,120.0,230.0,2.0, Good,
558,6280 Gerpinnes,House,85000,1.0,50.0,Semi equipped,0.0,,,,,,50.0,25.0,2.0, To renovate,
559,8691 Beveren ad IJzer,House,85000,3.0,200.0,,0.0,,,,,,200.0,143.0,3.0,,
560,6010 Couillet,House,85000,2.0,,Not installed,0.0,,,,,,,,,,
561,6220 Fleurus,House,85000,2.0,130.0,,,,,,,,130.0,90.0,2.0, To renovate,
