,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
11369,1070 Anderlecht,Apartment,185000,1.0,90.0,Hyper equipped,1.0,,1.0,12.0,,,90.0,,1.0, Just renovated,
11370,2300 Turnhout,House,185000,2.0,133.0,Installed,0.0,,,,1.0,90.0,133.0,200.0,2.0, To renovate,
11371,9900 Eeklo,House,185000,2.0,134.0,Semi equipped,,,,,,,134.0,150.0,2.0, To renovate,
11372,7500 Tournai,Apartment,185000,3.0,110.0,Semi equipped,,,,,,,110.0,,2.0, Good,
11373,4000 Lige 1,Apartment,185000,2.0,89.0,Installed,0.0,,1.0,6.0,,,89.0,,2.0,,
11374,3560 Lummen,House,185000,4.0,96.0,Not installed,0.0,,,,,,96.0,340.0,3.0, To renovate,
11375,3270 Scherpenheuvel,Other properties,185000,1.0,,Installed,0.0,,1.0,14.0,,,,,2.0, Good,
11376,7600 PRUWELZ,Apartment block,185000,3.0,181.0,,0.0,,,,,,181.0,270.0,, Just renovated,
11377,3800 Sint-Truiden,House,185000,3.0,164.0,,0.0,,,,,,164.0,81.0,2.0, Good,
11378,9500 Geraardsbergen,House,185000,2.0,1237.0,,1.0,,,,1.0,959.0,1237.0,1237.0,3.0, Good,
11379,1501 Halle,Apartment,185000,1.0,60.0,Installed,0.0,,1.0,8.0,,,60.0,,, Good,
11380,2100 Antwerpen,Apartment,185000,1.0,,,0.0,,,,,,,,2.0, To be done up,
11381,2170 Antwerpen Merksem,Apartment,185000,1.0,80.0,Hyper equipped,,,,,,,80.0,,2.0, As new,
11382,2300 Turnhout,Apartment,185000,2.0,119.0,Not installed,0.0,,,,,,119.0,,2.0, Good,
11383,1083 Ganshoren,Apartment,185000,2.0,,Installed,0.0,,1.0,8.0,,,,,2.0,,
11384,6600 Bastogne,House,185000,2.0,115.0,Installed,0.0,,1.0,20.0,1.0,700.0,115.0,700.0,4.0, Good,
11385,7370 Dour,House,185000,3.0,165.0,Hyper equipped,0.0,,,,1.0,120.0,165.0,279.0,3.0, Good,
11386,4000 Liege,Apartment,185000,3.0,90.0,Installed,0.0,,,,,,90.0,,3.0, Good,
11387,1090 Jette,House,185000,2.0,115.0,Installed,0.0,,,,,,115.0,,2.0, To renovate,
11388,3800 Sint-Truiden,House,185000,2.0,112.0,Installed,0.0,,,,1.0,27.0,112.0,106.0,2.0, To be done up,
11389,4420 Montegne,House,185000,2.0,,Hyper equipped,,,1.0,12.0,1.0,62.0,,211.0,3.0, Good,
11390,4721 La Calamine,Apartment,185000,2.0,,USA installed,1.0,,1.0,21.0,,,,,3.0, Good,
11391,9000 Gent,House,185000,1.0,60.0,,,,,,,,60.0,20.0,, Good,
11392,3202 Rillaar,Mixed-use building,185000,3.0,327.0,,0.0,,,,,,327.0,305.0,2.0, To renovate,
11393,2020 Antwerp,Apartment,185000,2.0,87.0,Installed,0.0,,,,,,87.0,,1.0, To be done up,
11394,4430 Ans,Apartment,185000,2.0,85.0,Installed,,,,,,,85.0,,2.0, Good,
11395,6720 Hachy,Apartment,185000,2.0,74.0,Installed,0.0,,,,,,74.0,,3.0, Good,
11396,1703 Dilbeek Schepdaal,House,185000,4.0,,USA semi equipped,0.0,,,,,,,60.0,2.0, To be done up,
11397,2600 Antwerpen,Apartment,185000,1.0,,,0.0,,1.0,6.0,,,,,, As new,
11398,1730 Asse,Ground floor,185000,2.0,85.0,Semi equipped,,,,,,,85.0,,3.0, To be done up,
11399,2610 Wilrijk,Apartment,185000,2.0,75.0,Semi equipped,,,,,,,75.0,,3.0, To be done up,
11400,2640 Mortsel,Apartment,185000,2.0,85.0,Installed,0.0,,,,,,85.0,,1.0,,
11401,2160 Wommelgem,CRYSTAL HOUSE 18 SCHITTERENDE NIEUWBOUWAPPARTEME,185000,,,,,,,,,,,,,,
11402,2160 Wommelgem,Residentie Crystal House,185000,,,,,,,,,,,,,,
11403,8850 Ardooie,ARDOOIE,185000,,,,,,,,,,,,,,
11404,9320 Aalst Erembodegem,Apartment block,185000,,137.0,,,,1.0,38.0,,,137.0,211.0,2.0, To restore,
11405,7090 Braine-le-Comte,Ground floor,185000,1.0,67.0,Hyper equipped,0.0,,1.0,10.0,1.0,187.0,67.0,,2.0, As new,
11406,4000 Lige,New real estate project - Apartments,185000,,,,,,,,,,,,,,
11407,3950 Bocholt,Apartment,185000,2.0,89.0,,0.0,,,,,,89.0,,2.0, To be done up,
11408,8970 Poperinge,Apartment,185000,2.0,80.0,,0.0,,1.0,4.0,,,80.0,,,,
11409,3770 Riemst,House,185000,2.0,126.0,,,,,,,,126.0,319.0,, To renovate,
11410,7700 Mouscron,House,185000,3.0,141.0,Installed,0.0,,1.0,10.0,1.0,24.0,141.0,105.0,2.0, Good,
11411,9550 Herzele,House,185000,2.0,318.0,,,,,,,,318.0,160.0,, As new,
11412,2200 Herentals,House,185000,3.0,136.0,,,,,,,,136.0,400.0,3.0, To renovate,
11413,6030 Marchienne-au-Pont,House,185000,5.0,199.0,Installed,0.0,,1.0,40.0,1.0,130.0,199.0,211.0,2.0, Good,
11414,1030 Schaerbeek,Apartment,185000,2.0,69.0,,0.0,,1.0,4.0,,,69.0,,2.0, Good,
11415,8560 Gullegem,Apartment,185000,1.0,89.0,Installed,0.0,,1.0,38.0,,,89.0,,2.0, To be done up,
11416,4100 Seraing,House,185000,2.0,,,,,,,,,,461.0,3.0, Good,
11417,4180 Hamoir,House,185000,3.0,120.0,Installed,0.0,,,,,,120.0,85.0,3.0, Good,
11418,1560 Hoeilaart,Apartment,185000,1.0,59.0,,,,,,,,59.0,,2.0, Good,
11419,4540 Amay,House,185000,3.0,120.0,Installed,0.0,,,,1.0,100.0,120.0,200.0,2.0,,
11420,8810 Lichtervelde,House,185000,3.0,120.0,,,,,,,,120.0,232.0,,,
11421,4602 Cheratte,House,185000,3.0,174.0,Installed,0.0,,,,,,174.0,1100.0,4.0,,
11422,1090 Jette,Ground floor,185000,1.0,65.0,,0.0,,,,,,65.0,,1.0, Good,
11423,7000 Mons,Apartment,185000,2.0,,Hyper equipped,0.0,,1.0,1.0,,,,,2.0, As new,
11424,5004 Bouge,Ground floor,185000,1.0,55.0,Installed,,,,,1.0,60.0,55.0,,2.0, As new,
11425,4350 Remicourt,House,185000,3.0,175.0,Installed,0.0,,1.0,20.0,1.0,150.0,175.0,,3.0, To be done up,
11426,7000 Mons,Apartment block,185000,2.0,140.0,Installed,0.0,,,,,,140.0,,2.0, Good,
11427,2300 Turnhout,Apartment,185000,3.0,,,0.0,,,,,,,,,,
11428,6950 Nassogne,House,185000,2.0,196.0,Installed,0.0,,,,,,196.0,374.0,3.0, Good,
11429,7711 Dottignies,House,185000,2.0,112.0,Installed,0.0,,1.0,35.0,1.0,200.0,112.0,353.0,2.0, Good,
11430,1500 Halle,Service flat,185000,1.0,,USA installed,0.0,,1.0,6.0,,,,,, As new,
11431,8850 Ardooie,Apartment,185000,1.0,74.0,,0.0,,,,,,74.0,,4.0, Good,
11432,8400 Oostende,Apartment,185000,1.0,76.0,,1.0,,,,,,76.0,,2.0, Good,
11433,7000 Mons,House,185000,2.0,140.0,Installed,0.0,,,,,,140.0,,,,
11434,4460 Grace-Hollogne,Town-house,185000,2.0,125.0,,0.0,,1.0,15.0,1.0,66.0,125.0,,2.0, To be done up,
11435,4624 Fleron,House,185000,3.0,110.0,,0.0,,,,,,110.0,518.0,2.0, To renovate,
11436,5060 Sambreville,House,185000,2.0,82.0,Installed,,,1.0,1925.0,1.0,1700.0,82.0,1900.0,3.0,,
11437,1800 Vilvoorde,Apartment,185000,2.0,90.0,,0.0,,,,,,90.0,,2.0,,
11438,6041 Gosselies,Apartment,185000,2.0,81.0,Hyper equipped,0.0,,1.0,13.0,,,81.0,,, As new,
11439,8000 Brugge,House,185000,2.0,,Installed,0.0,,,,,,,30.0,2.0, To be done up,
11440,8870 Izegem,House,185000,2.0,,,0.0,,,,1.0,180.0,,526.0,2.0, To be done up,
11441,4690 Roclenge-sur-Geer,House,185000,4.0,150.0,,,,,,,,150.0,460.0,3.0, To be done up,
11442,6240 Pironchamps,House,185000,3.0,164.0,USA installed,0.0,,1.0,15.0,,,164.0,220.0,,,
11443,8700 Tielt,Ground floor,185000,1.0,87.0,,,,,,,,87.0,,,,
11444,7530 Gaurain-Ramecroix,Gaurain-Ramecroix,185000,,,,,,,,,,,,,,
11445,6032 Mont-sur-Marchienne,House,185000,3.0,115.0,,0.0,,,,,,115.0,,2.0,,
11446,2400 Mol,Apartment,185000,2.0,100.0,Installed,0.0,,,,,,100.0,,, Good,
11447,1082 Berchem-Ste-Agathe,Apartment,185000,1.0,,Installed,0.0,,1.0,4.0,1.0,100.0,,,4.0, Good,
11448,5590 Ciney,Apartment,185000,2.0,112.0,USA semi equipped,0.0,,1.0,29.0,,,112.0,,2.0, Good,
11449,8400 Oostende,Apartment,185000,2.0,,Installed,0.0,,1.0,4.0,,,,,2.0, As new,
11450,4800 Verviers,Apartment,185000,3.0,110.0,,,,,,,,110.0,,, Good,
11451,2100 Deurne,Apartment,185000,2.0,80.0,Installed,0.0,,1.0,4.0,,,80.0,,2.0, As new,
11452,7500 Tournai,Apartment,185000,2.0,82.0,Semi equipped,0.0,,1.0,13.0,,,82.0,,2.0, As new,
11453,8580 Avelgem,Apartment,185000,1.0,,Installed,0.0,,,,,,,,, Good,
11454,7160 Chapelle-lez-Herlaimont,House,185000,3.0,177.0,Not installed,0.0,,,,,,177.0,440.0,2.0, Good,
11455,1070 Anderlecht,Apartment,185000,2.0,70.0,Installed,0.0,,1.0,7.0,,,70.0,,, Just renovated,
11456,2100 Deurne,Apartment,185000,2.0,85.0,,0.0,,,,,,85.0,,,,
11457,9880 Aalter,Apartment,185000,2.0,75.0,Installed,0.0,,1.0,4.0,,,75.0,,2.0, Good,
11458,1070 Anderlecht,Apartment,185000,2.0,84.0,Semi equipped,0.0,,,,,,84.0,,3.0, To be done up,
11459,4040 Herstal,House,185000,6.0,283.0,Not installed,0.0,,,,,,283.0,194.0,4.0, To renovate,
11460,8670 Oostduinkerke,House,185000,2.0,50.0,Hyper equipped,1.0,,,,,,50.0,218.0,, Just renovated,
11461,7110 La Louvire Strpy-Bracquegnies,House,185000,3.0,140.0,Installed,0.0,,,,,,140.0,455.0,3.0, As new,
11462,5300 Andenne,Apartment,185000,3.0,103.0,Not installed,0.0,,,,,,103.0,,, Good,
11463,3500 Hasselt,Apartment,185000,2.0,85.0,,0.0,,,,,,85.0,,3.0, Just renovated,
11464,4000 Liege,House,185000,4.0,130.0,USA installed,0.0,,1.0,30.0,1.0,200.0,130.0,354.0,3.0, To be done up,
11465,4040 Herstal,Apartment block,185000,4.0,283.0,,0.0,,,,,,283.0,194.0,4.0, To renovate,
11466,4690 Bassenge,House,185000,4.0,,Not installed,,,,,,,,464.0,4.0, To renovate,
11467,1180 Uccle,Studio,185000,,,,0.0,,1.0,4.0,,,,,,,
11468,1180 Uccle,Studio,185000,1.0,50.0,Hyper equipped,0.0,,,,,,50.0,,2.0, As new,
11469,2100 Antwerp,Apartment,185000,1.0,74.0,Hyper equipped,0.0,,1.0,7.0,,,74.0,,2.0, As new,
11470,2400 Mol,Apartment,185000,2.0,87.0,Installed,0.0,,,,,,87.0,,, Good,
11471,8800 RUMBEKE,Apartment,185000,1.0,,Installed,0.0,,,,,,,,2.0, Good,
11472,7500 Tournai,Apartment,185000,2.0,76.0,,0.0,,1.0,8.0,,,76.0,,,,
11473,1140 Evere,Service flat,185000,1.0,,Not installed,0.0,,,,,,,,2.0, Good,
11474,3545 Halen,House,185000,2.0,,Semi equipped,0.0,,,,,,,1263.0,3.0, To renovate,
11475,4920 Aywaille,House,185000,6.0,300.0,Not installed,0.0,,,,,,300.0,449.0,3.0, To restore,
11476,5550 ALLE-SUR-SEMOIS,House,185000,3.0,74.0,Installed,1.0,,,,,,74.0,409.0,3.0,,
11477,5020 Flawinne Namur,Apartment,185000,1.0,64.0,,0.0,,,,,,64.0,,4.0,,
11478,4800 Verviers,Apartment,185000,2.0,125.0,,,,,,,,125.0,,, As new,
11479,8900 Ieper,House,185000,3.0,,Semi equipped,0.0,,,,,,,146.0,3.0, To be done up,
11480,2850 Boom Boom,Apartment,185000,2.0,85.0,,0.0,,1.0,1.0,,,85.0,,2.0, To be done up,
11481,7940 Brugelette,House,185000,2.0,185.0,Not installed,0.0,,,,,,185.0,190.0,2.0, Good,
11482,2440 Geel,Apartment block,1150000,,,,,,,,,,,1452.0,2.0, Good,
11483,6940 Barvaux-sur-Ourthe,Mixed-use building,1150000,11.0,460.0,,0.0,,,,,,460.0,766.0,4.0, Just renovated,
11484,6940 Barvaux-sur-Ourthe,Apartment block,1150000,11.0,460.0,,0.0,,,,,,460.0,766.0,4.0, Just renovated,
11485,2900 Schoten,House,1150000,2.0,236.0,,0.0,,,,,,236.0,9900.0,,,
11486,2550 Kontich,House,1150000,5.0,270.0,,0.0,,1.0,75.0,,,270.0,1591.0,,,
11487,1050 Ixelles,Apartment,1150000,3.0,210.0,Installed,0.0,,,,,,210.0,,,,
11488,4000 Liege,Apartment block,1150000,5.0,545.0,,,,1.0,10.0,,,545.0,481.0,3.0, As new,
11489,8720 Oeselgem,Villa,1150000,4.0,450.0,Installed,0.0,,,,,,450.0,3300.0,,,
11490,8000 Brugge,Apartment block,1150000,,,,,,,,,,,144.0,4.0, Good,
11491,1700 Dilbeek,House,1150000,3.0,,,0.0,,,,1.0,3000.0,,3000.0,4.0, As new,
11492,6940 Durbuy,Durbuy hauteur,563680,,,,,,,,,,,,,,
11493,1700 Sint-Ulriks-Kapelle,Villa,1150000,6.0,,USA hyper equipped,0.0,,,,1.0,2700.0,,2767.0,4.0, As new,
11494,3390 Tielt-Winge,Villa,1150000,3.0,427.0,USA hyper equipped,1.0,,1.0,150.0,1.0,3938.0,427.0,3938.0,4.0, As new,
11495,8670 Koksijde,Villa,1150000,5.0,288.0,Installed,1.0,,,,,,288.0,687.0,4.0,,
11496,2950 Kapellen,House,1150000,4.0,,Hyper equipped,0.0,,1.0,75.0,,,,5087.0,4.0, As new,
11497,2360 Oud-Turnhout,Villa,1150000,5.0,569.0,,0.0,,,,,,569.0,2950.0,4.0, As new,
11498,7700 Mouscron,Villa,1150000,4.0,270.0,Hyper equipped,0.0,,1.0,50.0,1.0,1500.0,270.0,1708.0,4.0, As new,
11499,3950 Bocholt,Country house,1150000,3.0,,Installed,0.0,,,,,,,16000.0,4.0, As new,
11500,3630 Maasmechelen,Villa,1150000,4.0,,Hyper equipped,,,,,,,,1200.0,4.0, As new,
11501,2900 Schoten,Apartment,1150000,3.0,236.0,Installed,0.0,,,,1.0,43161.0,236.0,,2.0, Good,
11502,4790 Burg-Reuland,Exceptional property,1150000,8.0,680.0,Installed,,,,,,,680.0,6226.0,4.0, As new,
11503,1000 Brussels City,Mansion,1150000,10.0,240.0,Semi equipped,0.0,,,,1.0,120.0,240.0,200.0,2.0, Good,
11504,8301 Duinbergen,Apartment,1150000,3.0,73.0,Installed,0.0,,1.0,1.0,,,73.0,,3.0, Just renovated,
11505,7700 Mouscron,Villa,1150000,4.0,270.0,Hyper equipped,0.0,,,,,,270.0,1708.0,4.0, Good,
11506,7740 Pecq,Country house,1150000,7.0,550.0,Installed,0.0,,,,,,550.0,7065.0,4.0, As new,
11507,9090 Melle,Manor house,1150000,4.0,,,,,,,,,,14203.0,4.0, To renovate,
11508,1000 Bruxelles,Apartment,1150000,3.0,225.0,,0.0,,,,,,225.0,,,,
11509,2950 Kapellen,Villa,1150000,3.0,550.0,,0.0,,,,,,550.0,5330.0,4.0, As new,
11510,8300 Knokke-Heist,Apartment,1150000,3.0,73.0,,1.0,,,,,,73.0,,,,
11511,8301 Knokke-Heist,Apartment,1150000,3.0,73.0,Hyper equipped,,,,,,,73.0,,3.0, As new,
11512,2000 Antwerp,Apartment,1150000,4.0,245.0,,0.0,,,,,,245.0,,,,
11513,1400 Nivelles,Mixed-use building,1150000,6.0,750.0,,,,,,,,750.0,800.0,4.0,,
11514,5000 Namur,House,1150000,7.0,404.0,Installed,,,1.0,84.0,,,404.0,9255.0,4.0,,
11515,2270 Herenthout,House,1150000,2.0,,,,,,,,,,,4.0,,
11516,9000 Gent,Mixed-use building,1150000,,,,,,,,,,,,2.0,,
11517,8400 Oostende,Apartment,1149000,2.0,159.0,Hyper equipped,0.0,,1.0,120.0,,,159.0,,, As new,
11518,9420 Mere,Apartment block,1149000,3.0,,Installed,,,,,,,,2040.0,4.0, As new,
11519,8400 Oostende,Apartment,1149000,2.0,159.0,,0.0,,,,1.0,119.0,159.0,,2.0, As new,
11520,1050 Ixelles,House,1145000,5.0,320.0,Installed,0.0,,,,,,320.0,86.0,2.0,,
11521,8300 Knokke-Zoute,House,1145000,3.0,204.0,Hyper equipped,,,,,,,204.0,,2.0, As new,
11522,2000 Antwerp,Doktoren Exclusive,969500,,,,,,,,,,,,,,
11523,3640 Kinrooi,House,1145000,5.0,480.0,,0.0,,,,,,480.0,16600.0,,,
11524,3090 Overijse,Villa,1145000,4.0,280.0,Hyper equipped,0.0,,1.0,60.0,,,280.0,1903.0,4.0, As new,
11525,8200 Brugge,House,1145000,4.0,241.0,,0.0,,,,,,241.0,8169.0,4.0, As new,
11526,2800 Mechelen,House,1144880,5.0,358.0,Installed,0.0,,1.0,41.0,,,358.0,219.0,2.0,,
11527,8370 Blankenberge,THE ONE,266150,,,,,,,,,,,,,,
11528,8370 Blankenberge,Apartment,1141300,2.0,111.0,Installed,0.0,,1.0,46.0,,,111.0,,,,
11529,2640 Mortsel,Exceptional property,1140000,3.0,,,,,,,,,,675.0,,,
11530,1050 Ixelles,Apartment,1135000,3.0,233.0,USA hyper equipped,0.0,,1.0,5.0,,,233.0,,2.0, As new,
11531,1050 Ixelles,Apartment,1135000,3.0,227.0,Hyper equipped,0.0,,1.0,10.0,,,227.0,,2.0, Good,
11532,1190 Forest,Apartment block,1135000,9.0,400.0,,,,1.0,6.0,1.0,70.0,400.0,168.0,2.0, Good,
11533,4432 Ans,Apartment block,1130000,10.0,,,0.0,,1.0,10.0,,,,520.0,3.0, As new,
11534,4960 Malmedy,Apartment,1130000,10.0,330.0,Installed,1.0,,,,,,330.0,,, As new,
11535,1180 Uccle,Apartment,1130000,2.0,,Hyper equipped,0.0,,1.0,18.0,,,,,4.0,,
11536,1050 Ixelles,Apartment,1125000,3.0,233.0,Hyper equipped,0.0,,1.0,5.0,,,233.0,,2.0, As new,
11537,1050 Ixelles,Apartment,1125000,3.0,233.0,Hyper equipped,0.0,,1.0,14.0,,,233.0,,2.0,,
11538,1495 Villers-la-Ville,House,1125000,7.0,586.0,Semi equipped,0.0,,,,,,586.0,5100.0,4.0, To be done up,
11539,8420 De Haan,Farmhouse,1125000,7.0,297.0,Installed,0.0,,,,,,297.0,22893.0,, Good,
11540,1160 Auderghem,Apartment,1125000,4.0,240.0,Hyper equipped,0.0,,1.0,70.0,1.0,240.0,240.0,,3.0, Good,
11541,8400 Oostende,DROOMT U VAN EEN UNIEK APPARTEMENT IN OOSTENDE,255500,,,,,,,,,,,,,,
11542,1410 Waterloo,Exceptional property,1125000,6.0,540.0,Hyper equipped,0.0,,1.0,150.0,,,540.0,1500.0,4.0, As new,
11543,1420 Braine-lAlleud,Exceptional property,1125000,6.0,540.0,Hyper equipped,0.0,,,,,,540.0,1500.0,4.0, As new,
11544,1785 Merchtem,Exceptional property,1125000,3.0,275.0,USA installed,0.0,,1.0,80.0,1.0,5000.0,275.0,5200.0,4.0, As new,
11545,3440 Zoutleeuw,Villa,1125000,8.0,468.0,Installed,0.0,,1.0,30.0,1.0,4002.0,468.0,4002.0,4.0, As new,
11546,9840 De Pinte,House,1125000,4.0,240.0,Hyper equipped,0.0,,,,1.0,100.0,240.0,2500.0,4.0,,
11547,2540 Hove,Penthouse,1125000,3.0,,,,,1.0,103.0,,,,,3.0, As new,
11548,2540 Hove,Penthouse,1125000,3.0,,,,,1.0,95.0,,,,,3.0, As new,
11549,2930 Brasschaat,Villa,1124999,5.0,178.0,Installed,0.0,,,,,,178.0,7294.0,4.0,,
11550,3500 Hasselt,Penthouse,1122941,3.0,180.0,,,,1.0,55.0,,,180.0,,,,
11551,3980 Tessenderlo,Apartment block,1120000,,,Installed,0.0,,1.0,25.0,1.0,200.0,,903.0,4.0, As new,
11552,2000 Antwerpen,Apartment block,1120000,,903.0,Installed,0.0,,,,1.0,220.0,903.0,903.0,4.0, As new,
11553,8790 Waregem,Mixed-use building,1120000,,590.0,Not installed,0.0,,1.0,116.0,,,590.0,,,,
11554,1050 Ixelles,Apartment block,1120000,7.0,580.0,Semi equipped,0.0,,1.0,30.0,,,580.0,,, To renovate,
11555,1040 Etterbeek,Mansion,1120000,5.0,316.0,Hyper equipped,,,1.0,21.0,1.0,80.0,316.0,165.0,2.0, As new,
11556,8300 Knokke-Heist,Edition Zoute,476000,,,,,,,,,,,,,,
11557,8300 Knokke-Heist,Apartment,1115000,3.0,157.0,Hyper equipped,0.0,,1.0,25.0,,,157.0,,2.0, To renovate,
11558,3190 Boortmeerbeek,Castle,1115000,4.0,324.0,,0.0,,1.0,6.0,1.0,1500.0,324.0,1743.0,4.0, Good,
11559,1180 Uccle,Duplex,1110000,4.0,250.0,Hyper equipped,0.0,,,,,,250.0,,3.0, Just renovated,
11560,1332 Genval,Le Normandy,1100000,,,,,,,,,,,,,,
11561,1332 Genval,NORMANDY,1100000,,,,,,,,,,,,,,
11562,1332 Genval,Ground floor,1100000,4.0,283.0,USA hyper equipped,0.0,,1.0,63.0,1.0,537.0,283.0,,4.0, As new,
11563,1640 RHODE-SAINT-GENSE,Mixed-use building,1100000,5.0,401.0,Installed,0.0,,1.0,30.0,1.0,1000.0,401.0,1384.0,4.0, As new,
11564,1640 RHODE-SAINT-GENSE,Villa,1100000,5.0,401.0,Installed,0.0,,1.0,30.0,1.0,1000.0,401.0,1384.0,4.0, As new,
11565,1000 Bruxelles,House,1100000,6.0,335.0,Hyper equipped,0.0,,,,1.0,50.0,335.0,132.0,2.0, As new,
11566,8620 Nieuwpoort,Apartment,1100000,3.0,184.0,Installed,0.0,,1.0,15.0,,,184.0,,,,
11567,1040 Etterbeek,Apartment block,1100000,4.0,312.0,Hyper equipped,,,,,,,312.0,105.0,2.0, Good,
11568,4000 Lige,Apartment block,1100000,8.0,450.0,Installed,0.0,,,,,,450.0,,2.0, As new,
11569,1180 Uccle,Apartment,1100000,2.0,166.0,USA hyper equipped,,,1.0,52.0,,,166.0,,3.0, As new,
11570,1180 Uccle,Penthouse,1100000,4.0,297.0,Hyper equipped,0.0,,1.0,45.0,,,297.0,,3.0, Good,
11571,1030 Schaerbeek,House,1100000,4.0,450.0,,0.0,,1.0,8.0,,,450.0,,2.0, As new,
11572,1050 Bruxelles,Apartment,1100000,2.0,,Hyper equipped,0.0,,,,,,,,2.0, As new,
11573,1332 Genval,Ground floor,1100000,4.0,228.0,,0.0,,1.0,62.0,1.0,537.0,228.0,,, Just renovated,
11574,2930 Brasschaat,Penthouse,1100000,3.0,390.0,Hyper equipped,0.0,,1.0,45.0,,,390.0,,, Good,
11575,1300 Wavre,Villa,1100000,6.0,385.0,USA hyper equipped,0.0,,1.0,90.0,,,385.0,2559.0,4.0, As new,
11576,1180 Uccle,Apartment,1100000,3.0,166.0,USA hyper equipped,,,1.0,52.0,,,166.0,,2.0, As new,
11577,1180 Uccle,House,1100000,5.0,293.0,Hyper equipped,0.0,,1.0,14.0,1.0,100.0,293.0,350.0,3.0, Good,
11578,2610 Wilrijk,Apartment block,1100000,6.0,305.0,Installed,,,,,,,305.0,513.0,2.0, Good,
11579,9667 Horebeke,Country house,1100000,4.0,270.0,Hyper equipped,,,,,,,270.0,15000.0,4.0, Good,
11580,9800 Astene,Villa,1100000,4.0,392.0,,,,,,,,392.0,1627.0,,,
11581,1130 Brussels City,Apartment block,1100000,2.0,,,,,,,,,,,2.0, Good,
11582,1130 Haren,Apartment block,1100000,,,,0.0,,,,,,,,2.0, Good,
11583,6060 Gilly,Apartment block,1100000,9.0,2000.0,Installed,,,,,,,2000.0,,3.0, Good,
11584,8000 Brugge,7Langerei,425000,,,,,,,,,,,,,,
11585,1970 Wezembeek-Oppem,Villa,1100000,5.0,,,0.0,,1.0,20.0,1.0,320.0,,435.0,4.0, As new,
11586,8434 Middelkerke,Villa,1100000,4.0,420.0,Installed,0.0,,,,,,420.0,1300.0,4.0, As new,
11587,1050 Ixelles,Apartment block,1100000,10.0,340.0,Installed,1.0,,,,1.0,140.0,340.0,,2.0, To be done up,
11588,3800 SINT-TRUIDEN,House,1100000,1.0,,Semi equipped,0.0,,,,,,,,4.0, Just renovated,
11589,2018 Antwerp,Apartment,1100000,2.0,164.0,Hyper equipped,0.0,,,,,,164.0,,,,
11590,9800 Astene,Villa,1100000,3.0,392.0,,,,1.0,67.0,,,392.0,1642.0,,,
11591,1060 Saint-Gilles,Apartment block,1100000,,450.0,,0.0,,,,,,450.0,100.0,2.0,,
11592,9130 Kieldrecht,Farmhouse,1100000,4.0,250.0,Installed,0.0,,,,,,250.0,27033.0,4.0, Good,
11593,1050 Ixelles,Mixed-use building,1100000,6.0,438.0,USA hyper equipped,0.0,,1.0,4.0,,,438.0,438.0,2.0, To renovate,
11594,1070 Anderlecht,Mixed-use building,1100000,,,Installed,0.0,,,,,,,300.0,2.0, Good,
11595,4890 Thimister-Clermont,Exceptional property,1100000,4.0,456.0,Installed,1.0,,1.0,24.0,1.0,4015.0,456.0,6764.0,4.0, Good,
11596,3140 Keerbergen,House,1100000,5.0,,Hyper equipped,,,1.0,52.0,,,,4926.0,4.0, Good,
11597,1050 Ixelles,Apartment block,1100000,10.0,300.0,,0.0,,,,1.0,180.0,300.0,285.0,2.0, Good,
11598,7866 OLLIGNIES,Castle,1100000,60.0,8521.0,Not installed,0.0,,,,,,8521.0,50360.0,4.0,,
11599,7866 OLLIGNIES,House,1100000,60.0,8521.0,Not installed,0.0,,,,,,8521.0,50360.0,4.0,,
11600,4851 Sippenaeken,Exceptional property,1100000,6.0,360.0,Installed,,,1.0,60.0,,,360.0,16820.0,4.0, As new,
11601,2610 Wilrijk,Apartment block,1100000,6.0,304.0,,,,,,,,304.0,513.0,2.0,,
11602,1000 Bruxelles,Apartment block,1100000,5.0,425.0,Installed,,,,,,,425.0,140.0,2.0,,
11603,1210 Saint-Josse-ten-Noode,Apartment block,1100000,5.0,425.0,Installed,,,,,,,425.0,140.0,2.0,,
11604,2000 Antwerp,Apartment block,1100000,5.0,434.0,Semi equipped,0.0,,,,,,434.0,112.0,3.0,,
11605,3110 Rotselaar,Villa,1100000,4.0,578.0,,0.0,,,,,,578.0,3887.0,4.0,,
11606,4020 Lige,Apartment block,1100000,12.0,603.0,Installed,0.0,,,,,,603.0,,,,
11607,4720 La Calamine,Villa,1100000,5.0,255.0,USA installed,,,,,,,255.0,939.0,4.0,,
11608,2860 SINT-KATELIJNE-WAVER,Apartment block,1100000,14.0,587.0,Semi equipped,0.0,,,,,,587.0,,,,
11609,2000 Antwerp,Apartment block,1100000,5.0,434.0,,0.0,,,,,,434.0,112.0,2.0, Good,
11610,2018 Antwerpen 1,Apartment,1100000,6.0,295.0,Hyper equipped,1.0,,1.0,60.0,,,295.0,,, As new,
11611,3740 Munsterbilzen,Apartment,1100000,12.0,,,0.0,,,,,,,,2.0,,
11612,7500 Tournai,Apartment block,1100000,8.0,,Semi equipped,,,,,,,,182.0,2.0, Good,
11613,9100 Sint-Niklaas,House,1100000,7.0,,,,,,,,,,1330.0,, As new,
11614,4800 Verviers,Mansion,1100000,5.0,,Installed,0.0,,1.0,30.0,,,,,4.0,,
